timestamp,latitude,longitude,rainfall_mm_hr
2024-07-01T00:00:00,18.99,72.79,0.37
2024-07-01T00:00:00,18.99,72.81,0.53
2024-07-01T00:00:00,18.99,72.83,0.05
2024-07-01T00:00:00,18.99,72.85,0.08
2024-07-01T00:00:00,18.99,72.87,0.12
2024-07-01T00:00:00,18.99,72.89,0.04
2024-07-01T00:00:00,18.99,72.91,0.19
2024-07-01T00:00:00,18.99,72.93,0.08
2024-07-01T00:00:00,18.99,72.95,0.49
2024-07-01T00:00:00,18.99,72.97,0.09
2024-07-01T00:00:00,18.99,72.99,0.13
2024-07-01T00:00:00,19.01,72.77,0.39
2024-07-01T00:00:00,19.01,72.79,0.07
2024-07-01T00:00:00,19.01,72.81,0.04
2024-07-01T00:00:00,19.01,72.83,0.23
2024-07-01T00:00:00,19.01,72.85,0.24
2024-07-01T00:00:00,19.01,72.87,0.34
2024-07-01T00:00:00,19.01,72.89,0.28
2024-07-01T00:00:00,19.01,72.91,0.23
2024-07-01T00:00:00,19.01,72.93,0.1
2024-07-01T00:00:00,19.01,72.95,0.21
2024-07-01T00:00:00,19.01,72.97,0.22
2024-07-01T00:00:00,19.01,72.99,0.09
2024-07-01T00:00:00,19.03,72.77,0.72
2024-07-01T00:00:00,19.03,72.79,0.3
2024-07-01T00:00:00,19.03,72.81,0.09
2024-07-01T00:00:00,19.03,72.83,0.35
2024-07-01T00:00:00,19.03,72.85,0.39
2024-07-01T00:00:00,19.03,72.87,0.26
2024-07-01T00:00:00,19.03,72.89,0.16
2024-07-01T00:00:00,19.03,72.91,0.1
2024-07-01T00:00:00,19.03,72.93,0.17
2024-07-01T00:00:00,19.03,72.95,0.23
2024-07-01T00:00:00,19.03,72.97,0.18
2024-07-01T00:00:00,19.03,72.99,0.45
2024-07-01T00:00:00,19.05,72.77,0.35
2024-07-01T00:00:00,19.05,72.79,0.1
2024-07-01T00:00:00,19.05,72.81,0.08
2024-07-01T00:00:00,19.05,72.83,0.29
2024-07-01T00:00:00,19.05,72.85,0.17
2024-07-01T00:00:00,19.05,72.87,0.32
2024-07-01T00:00:00,19.05,72.89,0.27
2024-07-01T00:00:00,19.05,72.91,0.17
2024-07-01T00:00:00,19.05,72.93,0.09
2024-07-01T00:00:00,19.05,72.95,0.04
2024-07-01T00:00:00,19.05,72.97,0.21
2024-07-01T00:00:00,19.05,72.99,0.05
2024-07-01T00:00:00,19.07,72.77,0.1
2024-07-01T00:00:00,19.07,72.79,0.24
2024-07-01T00:00:00,19.07,72.81,0.22
2024-07-01T00:00:00,19.07,72.83,0.07
2024-07-01T00:00:00,19.07,72.85,0.41
2024-07-01T00:00:00,19.07,72.87,0.4
2024-07-01T00:00:00,19.07,72.89,0.27
2024-07-01T00:00:00,19.07,72.91,0.27
2024-07-01T00:00:00,19.07,72.93,0.26
2024-07-01T00:00:00,19.07,72.95,0.35
2024-07-01T00:00:00,19.07,72.97,0.28
2024-07-01T00:00:00,19.07,72.99,0.09
2024-07-01T00:00:00,19.09,72.77,0.18
2024-07-01T00:00:00,19.09,72.79,0.88
2024-07-01T00:00:00,19.09,72.81,0.03
2024-07-01T00:00:00,19.09,72.83,0.14
2024-07-01T00:00:00,19.09,72.85,0.42
2024-07-01T00:00:00,19.09,72.87,0.1
2024-07-01T00:00:00,19.09,72.89,0.31
2024-07-01T00:00:00,19.09,72.91,0.19
2024-07-01T00:00:00,19.09,72.93,0.1
2024-07-01T00:00:00,19.09,72.95,0.02
2024-07-01T00:00:00,19.09,72.97,0.2
2024-07-01T00:00:00,19.09,72.99,0.09
2024-07-01T00:00:00,19.11,72.77,0.2
2024-07-01T00:00:00,19.11,72.79,0.31
2024-07-01T00:00:00,19.11,72.81,0.38
2024-07-01T00:00:00,19.11,72.83,0.14
2024-07-01T00:00:00,19.11,72.85,0.11
2024-07-01T00:00:00,19.11,72.87,0.06
2024-07-01T00:00:00,19.11,72.89,0.36
2024-07-01T00:00:00,19.11,72.91,0.69
2024-07-01T00:00:00,19.11,72.93,0.37
2024-07-01T00:00:00,19.11,72.95,0.42
2024-07-01T00:00:00,19.11,72.97,0.1
2024-07-01T00:00:00,19.11,72.99,0.24
2024-07-01T00:00:00,19.13,72.77,0.38
2024-07-01T00:00:00,19.13,72.79,0.09
2024-07-01T00:00:00,19.13,72.81,0.6
2024-07-01T00:00:00,19.13,72.83,0.05
2024-07-01T00:00:00,19.13,72.85,0.51
2024-07-01T00:00:00,19.13,72.87,0.05
2024-07-01T00:00:00,19.13,72.89,0.08
2024-07-01T00:00:00,19.13,72.91,0.26
2024-07-01T00:00:00,19.13,72.93,0.19
2024-07-01T00:00:00,19.13,72.95,0.13
2024-07-01T00:00:00,19.13,72.97,0.49
2024-07-01T00:00:00,19.13,72.99,0.05
2024-07-01T00:00:00,19.15,72.77,0.2
2024-07-01T00:00:00,19.15,72.79,0.33
2024-07-01T00:00:00,19.15,72.81,0.26
2024-07-01T00:00:00,19.15,72.83,0.12
2024-07-01T00:00:00,19.15,72.85,0.12
2024-07-01T00:00:00,19.15,72.87,0.35
2024-07-01T00:00:00,19.15,72.89,0.35
2024-07-01T00:00:00,19.15,72.91,0.23
2024-07-01T00:00:00,19.15,72.93,0.09
2024-07-01T00:00:00,19.15,72.95,0.11
2024-07-01T00:00:00,19.15,72.97,0.17
2024-07-01T00:00:00,19.15,72.99,0.19
2024-07-01T00:00:00,19.17,72.77,0.33
2024-07-01T00:00:00,19.17,72.79,0.18
2024-07-01T00:00:00,19.17,72.81,0.37
2024-07-01T00:00:00,19.17,72.83,0.36
2024-07-01T00:00:00,19.17,72.85,0.47
2024-07-01T00:00:00,19.17,72.87,0.2
2024-07-01T00:00:00,19.17,72.89,0.24
2024-07-01T00:00:00,19.17,72.91,0.17
2024-07-01T00:00:00,19.17,72.93,0.09
2024-07-01T00:00:00,19.17,72.95,0.65
2024-07-01T00:00:00,19.17,72.97,0.38
2024-07-01T00:00:00,19.17,72.99,0.3
2024-07-01T00:00:00,19.19,72.77,0.22
2024-07-01T00:00:00,19.19,72.79,0.1
2024-07-01T00:00:00,19.19,72.81,0.41
2024-07-01T00:00:00,19.19,72.83,0.18
2024-07-01T00:00:00,19.19,72.85,0.27
2024-07-01T00:00:00,19.19,72.87,0.12
2024-07-01T00:00:00,19.19,72.89,0.23
2024-07-01T00:00:00,19.19,72.91,0.12
2024-07-01T00:00:00,19.19,72.93,0.12
2024-07-01T00:00:00,19.19,72.95,0.21
2024-07-01T00:00:00,19.19,72.97,0.04
2024-07-01T00:00:00,19.19,72.99,0.04
2024-07-01T00:00:00,19.21,72.77,0.12
2024-07-01T00:00:00,19.21,72.79,0.18
2024-07-01T00:00:00,19.21,72.81,0.38
2024-07-01T00:00:00,19.21,72.83,0.18
2024-07-01T00:00:00,19.21,72.85,0.19
2024-07-01T00:00:00,19.21,72.87,0.15
2024-07-01T00:00:00,19.21,72.89,0.24
2024-07-01T00:00:00,19.21,72.91,0.09
2024-07-01T00:00:00,19.21,72.93,0.17
2024-07-01T00:00:00,19.21,72.95,0.24
2024-07-01T00:00:00,19.21,72.97,0.21
2024-07-01T00:00:00,19.21,72.99,0.17
2024-07-01T00:00:00,19.23,72.77,0.23
2024-07-01T00:00:00,19.23,72.79,0.31
2024-07-01T00:00:00,19.23,72.81,0.79
2024-07-01T00:00:00,19.23,72.83,0.1
2024-07-01T00:00:00,19.23,72.85,0.76
2024-07-01T00:00:00,19.23,72.87,0.1
2024-07-01T00:00:00,19.23,72.89,0.02
2024-07-01T00:00:00,19.23,72.91,0.12
2024-07-01T00:00:00,19.23,72.93,0.23
2024-07-01T00:00:00,19.23,72.95,0.58
2024-07-01T00:00:00,19.23,72.97,0.08
2024-07-01T00:00:00,19.23,72.99,0.25
2024-07-01T00:00:00,19.25,72.77,0.06
2024-07-01T00:00:00,19.25,72.79,0.69
2024-07-01T00:00:00,19.25,72.81,0.46
2024-07-01T00:00:00,19.25,72.83,0.14
2024-07-01T00:00:00,19.25,72.85,0.49
2024-07-01T00:00:00,19.25,72.87,0.18
2024-07-01T00:00:00,19.25,72.89,0.43
2024-07-01T00:00:00,19.25,72.91,0.19
2024-07-01T00:00:00,19.25,72.93,0.19
2024-07-01T00:00:00,19.25,72.95,0.12
2024-07-01T00:00:00,19.25,72.97,0.27
2024-07-01T00:00:00,19.25,72.99,0.19
2024-07-01T01:00:00,18.87,72.77,0.47
2024-07-01T01:00:00,18.87,72.79,0.07
2024-07-01T01:00:00,18.87,72.81,0.71
2024-07-01T01:00:00,18.87,72.83,0.8
2024-07-01T01:00:00,18.87,72.85,0.31
2024-07-01T01:00:00,18.87,72.87,1.0
2024-07-01T01:00:00,18.87,72.89,0.84
2024-07-01T01:00:00,18.87,72.91,0.42
2024-07-01T01:00:00,18.87,72.93,0.65
2024-07-01T01:00:00,18.87,72.95,0.53
2024-07-01T01:00:00,18.87,72.97,0.04
2024-07-01T01:00:00,18.87,72.99,0.2
2024-07-01T01:00:00,18.89,72.77,0.53
2024-07-01T01:00:00,18.89,72.79,0.89
2024-07-01T01:00:00,18.89,72.81,0.08
2024-07-01T01:00:00,18.89,72.83,0.05
2024-07-01T01:00:00,18.89,72.85,0.27
2024-07-01T01:00:00,18.89,72.87,0.03
2024-07-01T01:00:00,18.89,72.89,0.25
2024-07-01T01:00:00,18.89,72.91,0.35
2024-07-01T01:00:00,18.89,72.93,0.11
2024-07-01T01:00:00,18.89,72.95,0.25
2024-07-01T01:00:00,18.89,72.97,0.49
2024-07-01T01:00:00,18.89,72.99,0.16
2024-07-01T01:00:00,18.91,72.77,0.16
2024-07-01T01:00:00,18.91,72.79,0.29
2024-07-01T01:00:00,18.91,72.81,0.12
2024-07-01T01:00:00,18.91,72.83,1.0
2024-07-01T01:00:00,18.91,72.85,0.29
2024-07-01T01:00:00,18.91,72.87,0.15
2024-07-01T01:00:00,18.91,72.89,0.32
2024-07-01T01:00:00,18.91,72.91,0.24
2024-07-01T01:00:00,18.91,72.93,0.22
2024-07-01T01:00:00,18.91,72.95,0.17
2024-07-01T01:00:00,18.91,72.97,0.16
2024-07-01T01:00:00,18.91,72.99,0.06
2024-07-01T01:00:00,18.93,72.77,0.79
2024-07-01T01:00:00,18.93,72.79,0.47
2024-07-01T01:00:00,18.93,72.81,0.38
2024-07-01T01:00:00,18.93,72.83,0.26
2024-07-01T01:00:00,18.93,72.85,0.12
2024-07-01T01:00:00,18.93,72.87,0.15
2024-07-01T01:00:00,18.93,72.89,0.07
2024-07-01T01:00:00,18.93,72.91,0.15
2024-07-01T01:00:00,18.93,72.93,0.1
2024-07-01T01:00:00,18.93,72.95,0.76
2024-07-01T01:00:00,18.93,72.97,0.47
2024-07-01T01:00:00,18.93,72.99,0.26
2024-07-01T01:00:00,18.95,72.77,0.15
2024-07-01T01:00:00,18.95,72.79,0.12
2024-07-01T01:00:00,18.95,72.81,0.26
2024-07-01T01:00:00,18.95,72.83,0.56
2024-07-01T01:00:00,18.95,72.85,0.07
2024-07-01T01:00:00,18.95,72.87,0.42
2024-07-01T01:00:00,18.95,72.89,0.16
2024-07-01T01:00:00,18.95,72.91,0.18
2024-07-01T01:00:00,18.95,72.93,0.27
2024-07-01T01:00:00,18.95,72.95,0.12
2024-07-01T01:00:00,18.95,72.97,0.21
2024-07-01T01:00:00,18.95,72.99,0.11
2024-07-01T01:00:00,18.97,72.77,0.2
2024-07-01T01:00:00,18.97,72.79,0.53
2024-07-01T01:00:00,18.97,72.81,0.33
2024-07-01T01:00:00,18.97,72.83,0.5
2024-07-01T01:00:00,18.97,72.85,0.16
2024-07-01T01:00:00,18.97,72.87,0.42
2024-07-01T01:00:00,18.97,72.89,0.05
2024-07-01T01:00:00,18.97,72.91,0.28
2024-07-01T01:00:00,18.97,72.93,0.41
2024-07-01T01:00:00,18.97,72.95,0.05
2024-07-01T01:00:00,18.97,72.97,0.15
2024-07-01T01:00:00,18.97,72.99,0.26
2024-07-01T01:00:00,18.99,72.77,0.64
2024-07-01T01:00:00,18.99,72.79,0.19
2024-07-01T01:00:00,18.99,72.81,0.44
2024-07-01T01:00:00,18.99,72.83,0.76
2024-07-01T01:00:00,18.99,72.85,0.43
2024-07-01T01:00:00,18.99,72.87,0.24
2024-07-01T01:00:00,18.99,72.89,0.36
2024-07-01T01:00:00,18.99,72.91,0.16
2024-07-01T01:00:00,18.99,72.93,0.28
2024-07-01T01:00:00,18.99,72.95,0.23
2024-07-01T01:00:00,18.99,72.97,0.33
2024-07-01T01:00:00,18.99,72.99,0.18
2024-07-01T01:00:00,19.01,72.77,0.43
2024-07-01T01:00:00,19.01,72.79,0.22
2024-07-01T01:00:00,19.01,72.81,0.55
2024-07-01T01:00:00,19.01,72.83,0.23
2024-07-01T01:00:00,19.01,72.85,0.03
2024-07-01T01:00:00,19.01,72.87,0.11
2024-07-01T01:00:00,19.01,72.89,0.28
2024-07-01T01:00:00,19.01,72.91,0.79
2024-07-01T01:00:00,19.01,72.93,0.47
2024-07-01T01:00:00,19.01,72.95,0.02
2024-07-01T01:00:00,19.01,72.97,0.06
2024-07-01T01:00:00,19.01,72.99,0.54
2024-07-01T01:00:00,19.03,72.77,0.51
2024-07-01T01:00:00,19.03,72.79,1.24
2024-07-01T01:00:00,19.03,72.81,0.21
2024-07-01T01:00:00,19.03,72.83,0.14
2024-07-01T01:00:00,19.03,72.85,0.3
2024-07-01T01:00:00,19.03,72.87,0.19
2024-07-01T01:00:00,19.03,72.89,0.56
2024-07-01T01:00:00,19.03,72.91,0.17
2024-07-01T01:00:00,19.03,72.93,0.21
2024-07-01T01:00:00,19.03,72.95,0.11
2024-07-01T01:00:00,19.03,72.97,0.43
2024-07-01T01:00:00,19.03,72.99,0.11
2024-07-01T01:00:00,19.05,72.77,0.43
2024-07-01T01:00:00,19.05,72.79,1.02
2024-07-01T01:00:00,19.05,72.81,0.05
2024-07-01T01:00:00,19.05,72.83,0.78
2024-07-01T01:00:00,19.05,72.85,0.35
2024-07-01T01:00:00,19.05,72.87,0.1
2024-07-01T01:00:00,19.05,72.89,0.3
2024-07-01T01:00:00,19.05,72.91,0.45
2024-07-01T01:00:00,19.05,72.93,0.13
2024-07-01T01:00:00,19.05,72.95,0.36
2024-07-01T01:00:00,19.05,72.97,0.71
2024-07-01T01:00:00,19.05,72.99,0.16
2024-07-01T01:00:00,19.07,72.77,0.13
2024-07-01T01:00:00,19.07,72.79,0.28
2024-07-01T01:00:00,19.07,72.81,0.31
2024-07-01T01:00:00,19.07,72.83,0.62
2024-07-01T01:00:00,19.07,72.85,0.25
2024-07-01T01:00:00,19.07,72.87,0.2
2024-07-01T01:00:00,19.07,72.89,0.11
2024-07-01T01:00:00,19.07,72.91,0.05
2024-07-01T01:00:00,19.07,72.93,0.08
2024-07-01T01:00:00,19.07,72.95,0.08
2024-07-01T01:00:00,19.07,72.97,0.21
2024-07-01T01:00:00,19.07,72.99,0.06
2024-07-01T01:00:00,19.09,72.77,0.31
2024-07-01T01:00:00,19.09,72.79,1.0
2024-07-01T01:00:00,19.09,72.81,0.65
2024-07-01T01:00:00,19.09,72.83,0.24
2024-07-01T01:00:00,19.09,72.85,1.32
2024-07-01T01:00:00,19.09,72.87,0.29
2024-07-01T01:00:00,19.09,72.89,0.32
2024-07-01T01:00:00,19.09,72.91,0.24
2024-07-01T01:00:00,19.09,72.93,0.26
2024-07-01T01:00:00,19.09,72.95,0.16
2024-07-01T01:00:00,19.09,72.97,0.21
2024-07-01T01:00:00,19.09,72.99,0.67
2024-07-01T01:00:00,19.11,72.77,0.74
2024-07-01T01:00:00,19.11,72.79,0.03
2024-07-01T01:00:00,19.11,72.81,0.08
2024-07-01T01:00:00,19.11,72.83,0.15
2024-07-01T01:00:00,19.11,72.85,0.55
2024-07-01T01:00:00,19.11,72.87,0.65
2024-07-01T01:00:00,19.11,72.89,0.45
2024-07-01T01:00:00,19.11,72.91,0.09
2024-07-01T01:00:00,19.11,72.93,0.17
2024-07-01T01:00:00,19.11,72.95,0.37
2024-07-01T01:00:00,19.11,72.97,0.21
2024-07-01T01:00:00,19.11,72.99,0.18
2024-07-01T01:00:00,19.13,72.77,0.24
2024-07-01T01:00:00,19.13,72.79,0.68
2024-07-01T01:00:00,19.13,72.81,0.46
2024-07-01T01:00:00,19.13,72.83,0.23
2024-07-01T01:00:00,19.13,72.85,0.36
2024-07-01T01:00:00,19.13,72.87,0.09
2024-07-01T01:00:00,19.13,72.89,0.18
2024-07-01T01:00:00,19.13,72.91,0.55
2024-07-01T01:00:00,19.13,72.93,0.06
2024-07-01T01:00:00,19.13,72.95,0.4
2024-07-01T01:00:00,19.13,72.97,0.03
2024-07-01T01:00:00,19.13,72.99,0.74
2024-07-01T01:00:00,19.15,72.77,0.2
2024-07-01T01:00:00,19.15,72.79,0.42
2024-07-01T01:00:00,19.15,72.81,0.33
2024-07-01T01:00:00,19.15,72.83,0.33
2024-07-01T01:00:00,19.15,72.85,0.36
2024-07-01T01:00:00,19.15,72.87,0.05
2024-07-01T01:00:00,19.15,72.89,0.31
2024-07-01T01:00:00,19.15,72.91,0.23
2024-07-01T01:00:00,19.15,72.93,0.17
2024-07-01T01:00:00,19.15,72.95,0.13
2024-07-01T01:00:00,19.15,72.97,0.29
2024-07-01T01:00:00,19.15,72.99,0.1
2024-07-01T01:00:00,19.17,72.77,0.65
2024-07-01T01:00:00,19.17,72.79,0.44
2024-07-01T01:00:00,19.17,72.81,0.37
2024-07-01T01:00:00,19.17,72.83,0.58
2024-07-01T01:00:00,19.17,72.85,0.04
2024-07-01T01:00:00,19.17,72.87,0.08
2024-07-01T01:00:00,19.17,72.89,0.4
2024-07-01T01:00:00,19.17,72.91,0.14
2024-07-01T01:00:00,19.17,72.93,0.16
2024-07-01T01:00:00,19.17,72.95,0.07
2024-07-01T01:00:00,19.17,72.97,0.11
2024-07-01T01:00:00,19.17,72.99,0.51
2024-07-01T01:00:00,19.19,72.77,0.46
2024-07-01T01:00:00,19.19,72.79,0.36
2024-07-01T01:00:00,19.19,72.81,0.19
2024-07-01T01:00:00,19.19,72.83,0.32
2024-07-01T01:00:00,19.19,72.85,0.62
2024-07-01T01:00:00,19.19,72.87,0.15
2024-07-01T01:00:00,19.19,72.89,0.27
2024-07-01T01:00:00,19.19,72.91,0.83
2024-07-01T01:00:00,19.19,72.93,0.43
2024-07-01T01:00:00,19.19,72.95,0.16
2024-07-01T01:00:00,19.19,72.97,0.4
2024-07-01T01:00:00,19.19,72.99,0.05
2024-07-01T01:00:00,19.21,72.77,0.3
2024-07-01T01:00:00,19.21,72.79,0.49
2024-07-01T01:00:00,19.21,72.81,0.4
2024-07-01T01:00:00,19.21,72.83,0.45
2024-07-01T01:00:00,19.21,72.85,0.51
2024-07-01T01:00:00,19.21,72.87,0.39
2024-07-01T01:00:00,19.21,72.89,0.37
2024-07-01T01:00:00,19.21,72.91,0.31
2024-07-01T01:00:00,19.21,72.93,0.1
2024-07-01T01:00:00,19.21,72.95,0.53
2024-07-01T01:00:00,19.21,72.97,0.25
2024-07-01T01:00:00,19.21,72.99,0.41
2024-07-01T01:00:00,19.23,72.77,0.61
2024-07-01T01:00:00,19.23,72.79,0.2
2024-07-01T01:00:00,19.23,72.81,0.21
2024-07-01T01:00:00,19.23,72.83,0.23
2024-07-01T01:00:00,19.23,72.85,0.66
2024-07-01T01:00:00,19.23,72.87,0.13
2024-07-01T01:00:00,19.23,72.89,0.71
2024-07-01T01:00:00,19.23,72.91,0.31
2024-07-01T01:00:00,19.23,72.93,0.32
2024-07-01T01:00:00,19.23,72.95,0.48
2024-07-01T01:00:00,19.23,72.97,0.27
2024-07-01T01:00:00,19.23,72.99,0.52
2024-07-01T01:00:00,19.25,72.77,0.21
2024-07-01T01:00:00,19.25,72.79,0.79
2024-07-01T01:00:00,19.25,72.81,0.21
2024-07-01T01:00:00,19.25,72.83,0.76
2024-07-01T01:00:00,19.25,72.85,0.2
2024-07-01T01:00:00,19.25,72.87,0.22
2024-07-01T01:00:00,19.25,72.89,0.11
2024-07-01T01:00:00,19.25,72.91,0.14
2024-07-01T01:00:00,19.25,72.93,0.25
2024-07-01T01:00:00,19.25,72.95,0.31
2024-07-01T01:00:00,19.25,72.97,0.5
2024-07-01T01:00:00,19.25,72.99,0.21
2024-07-01T02:00:00,18.87,72.77,0.6
2024-07-01T02:00:00,18.87,72.79,0.5
2024-07-01T02:00:00,18.87,72.81,0.61
2024-07-01T02:00:00,18.87,72.83,0.24
2024-07-01T02:00:00,18.87,72.85,0.26
2024-07-01T02:00:00,18.87,72.87,0.23
2024-07-01T02:00:00,18.87,72.89,0.86
2024-07-01T02:00:00,18.87,72.91,0.97
2024-07-01T02:00:00,18.87,72.93,0.23
2024-07-01T02:00:00,18.87,72.95,0.23
2024-07-01T02:00:00,18.87,72.97,0.57
2024-07-01T02:00:00,18.87,72.99,0.97
2024-07-01T02:00:00,18.89,72.77,1.43
2024-07-01T02:00:00,18.89,72.79,0.26
2024-07-01T02:00:00,18.89,72.81,0.31
2024-07-01T02:00:00,18.89,72.83,0.52
2024-07-01T02:00:00,18.89,72.85,0.52
2024-07-01T02:00:00,18.89,72.87,0.34
2024-07-01T02:00:00,18.89,72.89,0.19
2024-07-01T02:00:00,18.89,72.91,0.37
2024-07-01T02:00:00,18.89,72.93,1.17
2024-07-01T02:00:00,18.89,72.95,0.24
2024-07-01T02:00:00,18.89,72.97,0.43
2024-07-01T02:00:00,18.89,72.99,1.6
2024-07-01T02:00:00,18.91,72.77,0.29
2024-07-01T02:00:00,18.91,72.79,0.72
2024-07-01T02:00:00,18.91,72.81,1.38
2024-07-01T02:00:00,18.91,72.83,0.64
2024-07-01T02:00:00,18.91,72.85,0.86
2024-07-01T02:00:00,18.91,72.87,0.7
2024-07-01T02:00:00,18.91,72.89,0.56
2024-07-01T02:00:00,18.91,72.91,0.95
2024-07-01T02:00:00,18.91,72.93,0.59
2024-07-01T02:00:00,18.91,72.95,0.32
2024-07-01T02:00:00,18.91,72.97,0.4
2024-07-01T02:00:00,18.91,72.99,0.47
2024-07-01T02:00:00,18.93,72.77,0.33
2024-07-01T02:00:00,18.93,72.79,0.51
2024-07-01T02:00:00,18.93,72.81,0.44
2024-07-01T02:00:00,18.93,72.83,0.66
2024-07-01T02:00:00,18.93,72.85,1.54
2024-07-01T02:00:00,18.93,72.87,0.48
2024-07-01T02:00:00,18.93,72.89,1.08
2024-07-01T02:00:00,18.93,72.91,0.59
2024-07-01T02:00:00,18.93,72.93,0.43
2024-07-01T02:00:00,18.93,72.95,0.25
2024-07-01T02:00:00,18.93,72.97,0.42
2024-07-01T02:00:00,18.93,72.99,0.39
2024-07-01T02:00:00,18.95,72.77,0.25
2024-07-01T02:00:00,18.95,72.79,0.28
2024-07-01T02:00:00,18.95,72.81,0.57
2024-07-01T02:00:00,18.95,72.83,1.15
2024-07-01T02:00:00,18.95,72.85,0.39
2024-07-01T02:00:00,18.95,72.87,0.1
2024-07-01T02:00:00,18.95,72.89,0.15
2024-07-01T02:00:00,18.95,72.91,0.63
2024-07-01T02:00:00,18.95,72.93,0.11
2024-07-01T02:00:00,18.95,72.95,0.67
2024-07-01T02:00:00,18.95,72.97,0.57
2024-07-01T02:00:00,18.95,72.99,0.33
2024-07-01T02:00:00,18.97,72.77,0.25
2024-07-01T02:00:00,18.97,72.79,0.36
2024-07-01T02:00:00,18.97,72.81,0.56
2024-07-01T02:00:00,18.97,72.83,0.13
2024-07-01T02:00:00,18.97,72.85,1.05
2024-07-01T02:00:00,18.97,72.87,0.51
2024-07-01T02:00:00,18.97,72.89,0.54
2024-07-01T02:00:00,18.97,72.91,0.6
2024-07-01T02:00:00,18.97,72.93,0.9
2024-07-01T02:00:00,18.97,72.95,0.42
2024-07-01T02:00:00,18.97,72.97,0.6
2024-07-01T02:00:00,18.97,72.99,0.2
2024-07-01T02:00:00,18.99,72.77,1.43
2024-07-01T02:00:00,18.99,72.79,0.49
2024-07-01T02:00:00,18.99,72.81,0.24
2024-07-01T02:00:00,18.99,72.83,0.29
2024-07-01T02:00:00,18.99,72.85,0.05
2024-07-01T02:00:00,18.99,72.87,0.27
