timestamp,latitude,longitude,rainfall_mm_hr,rainfall_normalized
2024-07-01T00:00:00,18.99,72.89,0.04,0.00036717459151826694
2024-07-01T00:00:00,18.99,72.91,0.19,0.0017440793097117681
2024-07-01T00:00:00,18.99,72.93,0.08,0.0007343491830365339
2024-07-01T00:00:00,18.99,72.95,0.49,0.00449788874609877
2024-07-01T00:00:00,18.99,72.97,0.09,0.0008261428309161006
2024-07-01T00:00:00,18.99,72.99,0.13,0.0011933174224343676
2024-07-01T00:00:00,19.01,72.77,0.39,0.003579952267303103
2024-07-01T00:00:00,19.01,72.79,0.07,0.0006425555351569672
2024-07-01T00:00:00,19.01,72.81,0.04,0.00036717459151826694
2024-07-01T00:00:00,19.01,72.83,0.23,0.002111253901230035
2024-07-01T00:00:00,19.01,72.85,0.24,0.0022030475491096016
2024-07-01T00:00:00,19.01,72.87,0.34,0.003120984027905269
2024-07-01T00:00:00,19.01,72.89,0.28,0.0025702221406278688
2024-07-01T00:00:00,19.01,72.91,0.23,0.002111253901230035
2024-07-01T00:00:00,19.01,72.93,0.1,0.0009179364787956674
2024-07-01T00:00:00,19.01,72.95,0.21,0.0019276666054709015
2024-07-01T00:00:00,19.01,72.97,0.22,0.002019460253350468
2024-07-01T00:00:00,19.01,72.99,0.09,0.0008261428309161006
2024-07-01T00:00:00,19.03,72.77,0.72,0.006609142647328804
2024-07-01T00:00:00,19.03,72.79,0.3,0.002753809436387002
2024-07-01T00:00:00,19.03,72.81,0.09,0.0008261428309161006
2024-07-01T00:00:00,19.03,72.83,0.35,0.0032127776757848356
2024-07-01T00:00:00,19.03,72.85,0.39,0.003579952267303103
2024-07-01T00:00:00,19.03,72.87,0.26,0.002386634844868735
2024-07-01T00:00:00,19.03,72.89,0.16,0.0014686983660730677
2024-07-01T00:00:00,19.03,72.91,0.1,0.0009179364787956674
2024-07-01T00:00:00,19.03,72.93,0.17,0.0015604920139526345
2024-07-01T00:00:00,19.03,72.95,0.23,0.002111253901230035
2024-07-01T00:00:00,19.03,72.97,0.18,0.001652285661832201
2024-07-01T00:00:00,19.03,72.99,0.45,0.0041307141545805035
2024-07-01T00:00:00,19.05,72.77,0.35,0.0032127776757848356
2024-07-01T00:00:00,19.05,72.79,0.1,0.0009179364787956674
2024-07-01T00:00:00,19.05,72.81,0.08,0.0007343491830365339
2024-07-01T00:00:00,19.05,72.83,0.29,0.0026620157885074353
2024-07-01T00:00:00,19.05,72.85,0.17,0.0015604920139526345
2024-07-01T00:00:00,19.05,72.87,0.32,0.0029373967321461355
2024-07-01T00:00:00,19.05,72.89,0.27,0.002478428492748302
2024-07-01T00:00:00,19.05,72.91,0.17,0.0015604920139526345
2024-07-01T00:00:00,19.05,72.93,0.09,0.0008261428309161006
2024-07-01T00:00:00,19.05,72.95,0.04,0.00036717459151826694
2024-07-01T00:00:00,19.05,72.97,0.21,0.0019276666054709015
2024-07-01T00:00:00,19.05,72.99,0.05,0.0004589682393978337
2024-07-01T00:00:00,19.07,72.77,0.1,0.0009179364787956674
2024-07-01T00:00:00,19.07,72.79,0.24,0.0022030475491096016
2024-07-01T00:00:00,19.07,72.81,0.22,0.002019460253350468
2024-07-01T00:00:00,19.07,72.83,0.07,0.0006425555351569672
2024-07-01T00:00:00,19.07,72.85,0.41,0.003763539563062236
2024-07-01T00:00:00,19.07,72.87,0.4,0.00367174591518267
2024-07-01T00:00:00,19.07,72.89,0.27,0.002478428492748302
2024-07-01T00:00:00,19.07,72.91,0.27,0.002478428492748302
2024-07-01T00:00:00,19.07,72.93,0.26,0.002386634844868735
2024-07-01T00:00:00,19.07,72.95,0.35,0.0032127776757848356
2024-07-01T00:00:00,19.07,72.97,0.28,0.0025702221406278688
2024-07-01T00:00:00,19.07,72.99,0.09,0.0008261428309161006
2024-07-01T00:00:00,19.09,72.77,0.18,0.001652285661832201
2024-07-01T00:00:00,19.09,72.79,0.88,0.008077841013401872
2024-07-01T00:00:00,19.09,72.81,0.03,0.0002753809436387002
2024-07-01T00:00:00,19.09,72.83,0.14,0.0012851110703139344
2024-07-01T00:00:00,19.09,72.85,0.42,0.003855333210941803
2024-07-01T00:00:00,19.09,72.87,0.1,0.0009179364787956674
2024-07-01T00:00:00,19.09,72.89,0.31,0.002845603084266569
2024-07-01T00:00:00,19.09,72.91,0.19,0.0017440793097117681
2024-07-01T00:00:00,19.09,72.93,0.1,0.0009179364787956674
2024-07-01T00:00:00,19.09,72.95,0.02,0.00018358729575913347
2024-07-01T00:00:00,19.09,72.97,0.2,0.001835872957591335
2024-07-01T00:00:00,19.09,72.99,0.09,0.0008261428309161006
2024-07-01T00:00:00,19.11,72.77,0.2,0.001835872957591335
2024-07-01T00:00:00,19.11,72.79,0.31,0.002845603084266569
2024-07-01T00:00:00,19.11,72.81,0.38,0.0034881586194235362
2024-07-01T00:00:00,19.11,72.83,0.14,0.0012851110703139344
2024-07-01T00:00:00,19.11,72.85,0.11,0.001009730126675234
2024-07-01T00:00:00,19.11,72.87,0.06,0.0005507618872774004
2024-07-01T00:00:00,19.11,72.89,0.36,0.003304571323664402
2024-07-01T00:00:00,19.11,72.91,0.69,0.006333761703690105
2024-07-01T00:00:00,19.11,72.93,0.37,0.003396364971543969
2024-07-01T00:00:00,19.11,72.95,0.42,0.003855333210941803
2024-07-01T00:00:00,19.11,72.97,0.1,0.0009179364787956674
2024-07-01T00:00:00,19.11,72.99,0.24,0.0022030475491096016
2024-07-01T00:00:00,19.13,72.77,0.38,0.0034881586194235362
2024-07-01T00:00:00,19.13,72.79,0.09,0.0008261428309161006
2024-07-01T00:00:00,19.13,72.81,0.6,0.005507618872774004
2024-07-01T00:00:00,19.13,72.83,0.05,0.0004589682393978337
2024-07-01T00:00:00,19.13,72.85,0.51,0.004681476041857904
2024-07-01T00:00:00,19.13,72.87,0.05,0.0004589682393978337
2024-07-01T00:00:00,19.13,72.89,0.08,0.0007343491830365339
2024-07-01T00:00:00,19.13,72.91,0.26,0.002386634844868735
2024-07-01T00:00:00,19.13,72.93,0.19,0.0017440793097117681
2024-07-01T00:00:00,19.13,72.95,0.13,0.0011933174224343676
2024-07-01T00:00:00,19.13,72.97,0.49,0.00449788874609877
2024-07-01T00:00:00,19.13,72.99,0.05,0.0004589682393978337
2024-07-01T00:00:00,19.15,72.77,0.2,0.001835872957591335
2024-07-01T00:00:00,19.15,72.79,0.33,0.0030291903800257025
2024-07-01T00:00:00,19.15,72.81,0.26,0.002386634844868735
2024-07-01T00:00:00,19.15,72.83,0.12,0.0011015237745548008
2024-07-01T00:00:00,19.15,72.85,0.12,0.0011015237745548008
2024-07-01T00:00:00,19.15,72.87,0.35,0.0032127776757848356
2024-07-01T00:00:00,19.15,72.89,0.35,0.0032127776757848356
2024-07-01T00:00:00,19.15,72.91,0.23,0.002111253901230035
2024-07-01T00:00:00,19.15,72.93,0.09,0.0008261428309161006
2024-07-01T00:00:00,19.15,72.95,0.11,0.001009730126675234
2024-07-01T00:00:00,19.15,72.97,0.17,0.0015604920139526345
2024-07-01T00:00:00,19.15,72.99,0.19,0.0017440793097117681
2024-07-01T00:00:00,19.17,72.77,0.33,0.0030291903800257025
2024-07-01T00:00:00,19.17,72.79,0.18,0.001652285661832201
2024-07-01T00:00:00,19.17,72.81,0.37,0.003396364971543969
2024-07-01T00:00:00,19.17,72.83,0.36,0.003304571323664402
2024-07-01T00:00:00,19.17,72.85,0.47,0.004314301450339637
2024-07-01T00:00:00,19.17,72.87,0.2,0.001835872957591335
2024-07-01T00:00:00,19.17,72.89,0.24,0.0022030475491096016
2024-07-01T00:00:00,19.17,72.91,0.17,0.0015604920139526345
2024-07-01T00:00:00,19.17,72.93,0.09,0.0008261428309161006
2024-07-01T00:00:00,19.17,72.95,0.65,0.005966587112171838
2024-07-01T00:00:00,19.17,72.97,0.38,0.0034881586194235362
2024-07-01T00:00:00,19.17,72.99,0.3,0.002753809436387002
2024-07-01T00:00:00,19.19,72.77,0.22,0.002019460253350468
2024-07-01T00:00:00,19.19,72.79,0.1,0.0009179364787956674
2024-07-01T00:00:00,19.19,72.81,0.41,0.003763539563062236
2024-07-01T00:00:00,19.19,72.83,0.18,0.001652285661832201
2024-07-01T00:00:00,19.19,72.85,0.27,0.002478428492748302
2024-07-01T00:00:00,19.19,72.87,0.12,0.0011015237745548008
2024-07-01T00:00:00,19.19,72.89,0.23,0.002111253901230035
2024-07-01T00:00:00,19.19,72.91,0.12,0.0011015237745548008
2024-07-01T00:00:00,19.19,72.93,0.12,0.0011015237745548008
2024-07-01T00:00:00,19.19,72.95,0.21,0.0019276666054709015
2024-07-01T00:00:00,19.19,72.97,0.04,0.00036717459151826694
2024-07-01T00:00:00,19.19,72.99,0.04,0.00036717459151826694
2024-07-01T00:00:00,19.21,72.77,0.12,0.0011015237745548008
2024-07-01T00:00:00,19.21,72.79,0.18,0.001652285661832201
2024-07-01T00:00:00,19.21,72.81,0.38,0.0034881586194235362
2024-07-01T00:00:00,19.21,72.83,0.18,0.001652285661832201
2024-07-01T00:00:00,19.21,72.85,0.19,0.0017440793097117681
2024-07-01T00:00:00,19.21,72.87,0.15,0.001376904718193501
2024-07-01T00:00:00,19.21,72.89,0.24,0.0022030475491096016
2024-07-01T00:00:00,19.21,72.91,0.09,0.0008261428309161006
2024-07-01T00:00:00,19.21,72.93,0.17,0.0015604920139526345
2024-07-01T00:00:00,19.21,72.95,0.24,0.0022030475491096016
2024-07-01T00:00:00,19.21,72.97,0.21,0.0019276666054709015
2024-07-01T00:00:00,19.21,72.99,0.17,0.0015604920139526345
2024-07-01T00:00:00,19.23,72.77,0.23,0.002111253901230035
2024-07-01T00:00:00,19.23,72.79,0.31,0.002845603084266569
2024-07-01T00:00:00,19.23,72.81,0.79,0.007251698182485772
2024-07-01T00:00:00,19.23,72.83,0.1,0.0009179364787956674
2024-07-01T00:00:00,19.23,72.85,0.76,0.0069763172388470724
2024-07-01T00:00:00,19.23,72.87,0.1,0.0009179364787956674
2024-07-01T00:00:00,19.23,72.89,0.02,0.00018358729575913347
2024-07-01T00:00:00,19.23,72.91,0.12,0.0011015237745548008
2024-07-01T00:00:00,19.23,72.93,0.23,0.002111253901230035
2024-07-01T00:00:00,19.23,72.95,0.58,0.005324031577014871
2024-07-01T00:00:00,19.23,72.97,0.08,0.0007343491830365339
2024-07-01T00:00:00,19.23,72.99,0.25,0.002294841196989168
2024-07-01T00:00:00,19.25,72.77,0.06,0.0005507618872774004
2024-07-01T00:00:00,19.25,72.79,0.69,0.006333761703690105
2024-07-01T00:00:00,19.25,72.81,0.46,0.00422250780246007
2024-07-01T00:00:00,19.25,72.83,0.14,0.0012851110703139344
2024-07-01T00:00:00,19.25,72.85,0.49,0.00449788874609877
2024-07-01T00:00:00,19.25,72.87,0.18,0.001652285661832201
2024-07-01T00:00:00,19.25,72.89,0.43,0.0039471268588213695
2024-07-01T00:00:00,19.25,72.91,0.19,0.0017440793097117681
2024-07-01T00:00:00,19.25,72.93,0.19,0.0017440793097117681
2024-07-01T00:00:00,19.25,72.95,0.12,0.0011015237745548008
2024-07-01T00:00:00,19.25,72.97,0.27,0.002478428492748302
2024-07-01T00:00:00,19.25,72.99,0.19,0.0017440793097117681
2024-07-01T01:00:00,18.87,72.77,0.47,0.004314301450339637
2024-07-01T01:00:00,18.87,72.79,0.07,0.0006425555351569672
2024-07-01T01:00:00,18.87,72.81,0.71,0.006517348999449238
2024-07-01T01:00:00,18.87,72.83,0.8,0.00734349183036534
2024-07-01T01:00:00,18.87,72.85,0.31,0.002845603084266569
2024-07-01T01:00:00,18.87,72.87,1.0,0.009179364787956673
2024-07-01T01:00:00,18.87,72.89,0.84,0.007710666421883606
2024-07-01T01:00:00,18.87,72.91,0.42,0.003855333210941803
2024-07-01T01:00:00,18.87,72.93,0.65,0.005966587112171838
2024-07-01T01:00:00,18.87,72.95,0.53,0.004865063337617037
2024-07-01T01:00:00,18.87,72.97,0.04,0.00036717459151826694
2024-07-01T01:00:00,18.87,72.99,0.2,0.001835872957591335
2024-07-01T01:00:00,18.89,72.77,0.53,0.004865063337617037
2024-07-01T01:00:00,18.89,72.79,0.89,0.00816963466128144
2024-07-01T01:00:00,18.89,72.81,0.08,0.0007343491830365339
2024-07-01T01:00:00,18.89,72.83,0.05,0.0004589682393978337
2024-07-01T01:00:00,18.89,72.85,0.27,0.002478428492748302
2024-07-01T01:00:00,18.89,72.87,0.03,0.0002753809436387002
2024-07-01T01:00:00,18.89,72.89,0.25,0.002294841196989168
2024-07-01T01:00:00,18.89,72.91,0.35,0.0032127776757848356
2024-07-01T01:00:00,18.89,72.93,0.11,0.001009730126675234
2024-07-01T01:00:00,18.89,72.95,0.25,0.002294841196989168
2024-07-01T01:00:00,18.89,72.97,0.49,0.00449788874609877
2024-07-01T01:00:00,18.89,72.99,0.16,0.0014686983660730677
2024-07-01T01:00:00,18.91,72.77,0.16,0.0014686983660730677
2024-07-01T01:00:00,18.91,72.79,0.29,0.0026620157885074353
2024-07-01T01:00:00,18.91,72.81,0.12,0.0011015237745548008
2024-07-01T01:00:00,18.91,72.83,1.0,0.009179364787956673
2024-07-01T01:00:00,18.91,72.85,0.29,0.0026620157885074353
2024-07-01T01:00:00,18.91,72.87,0.15,0.001376904718193501
2024-07-01T01:00:00,18.91,72.89,0.32,0.0029373967321461355
2024-07-01T01:00:00,18.91,72.91,0.24,0.0022030475491096016
2024-07-01T01:00:00,18.91,72.93,0.22,0.002019460253350468
2024-07-01T01:00:00,18.91,72.95,0.17,0.0015604920139526345
2024-07-01T01:00:00,18.91,72.97,0.16,0.0014686983660730677
2024-07-01T01:00:00,18.91,72.99,0.06,0.0005507618872774004
2024-07-01T01:00:00,18.93,72.77,0.79,0.007251698182485772
2024-07-01T01:00:00,18.93,72.79,0.47,0.004314301450339637
2024-07-01T01:00:00,18.93,72.81,0.38,0.0034881586194235362
2024-07-01T01:00:00,18.93,72.83,0.26,0.002386634844868735
2024-07-01T01:00:00,18.93,72.85,0.12,0.0011015237745548008
2024-07-01T01:00:00,18.93,72.87,0.15,0.001376904718193501
2024-07-01T01:00:00,18.93,72.89,0.07,0.0006425555351569672
2024-07-01T01:00:00,18.93,72.91,0.15,0.001376904718193501
2024-07-01T01:00:00,18.93,72.93,0.1,0.0009179364787956674
2024-07-01T01:00:00,18.93,72.95,0.76,0.0069763172388470724
2024-07-01T01:00:00,18.93,72.97,0.47,0.004314301450339637
2024-07-01T01:00:00,18.93,72.99,0.26,0.002386634844868735
2024-07-01T01:00:00,18.95,72.77,0.15,0.001376904718193501
2024-07-01T01:00:00,18.95,72.79,0.12,0.0011015237745548008
2024-07-01T01:00:00,18.95,72.81,0.26,0.002386634844868735
2024-07-01T01:00:00,18.95,72.83,0.56,0.0051404442812557375
2024-07-01T01:00:00,18.95,72.85,0.07,0.0006425555351569672
2024-07-01T01:00:00,18.95,72.87,0.42,0.003855333210941803
2024-07-01T01:00:00,18.95,72.89,0.16,0.0014686983660730677
2024-07-01T01:00:00,18.95,72.91,0.18,0.001652285661832201
2024-07-01T01:00:00,18.95,72.93,0.27,0.002478428492748302
2024-07-01T01:00:00,18.95,72.95,0.12,0.0011015237745548008
2024-07-01T01:00:00,18.95,72.97,0.21,0.0019276666054709015
2024-07-01T01:00:00,18.95,72.99,0.11,0.001009730126675234
2024-07-01T01:00:00,18.97,72.77,0.2,0.001835872957591335
2024-07-01T01:00:00,18.97,72.79,0.53,0.004865063337617037
2024-07-01T01:00:00,18.97,72.81,0.33,0.0030291903800257025
2024-07-01T01:00:00,18.97,72.83,0.5,0.004589682393978336
2024-07-01T01:00:00,18.97,72.85,0.16,0.0014686983660730677
2024-07-01T01:00:00,18.97,72.87,0.42,0.003855333210941803
2024-07-01T01:00:00,18.97,72.89,0.05,0.0004589682393978337
2024-07-01T01:00:00,18.97,72.91,0.28,0.0025702221406278688
2024-07-01T01:00:00,18.97,72.93,0.41,0.003763539563062236
2024-07-01T01:00:00,18.97,72.95,0.05,0.0004589682393978337
2024-07-01T01:00:00,18.97,72.97,0.15,0.001376904718193501
2024-07-01T01:00:00,18.97,72.99,0.26,0.002386634844868735
2024-07-01T01:00:00,18.99,72.77,0.64,0.005874793464292271
2024-07-01T01:00:00,18.99,72.79,0.19,0.0017440793097117681
2024-07-01T01:00:00,18.99,72.81,0.44,0.004038920506700936
2024-07-01T01:00:00,18.99,72.83,0.76,0.0069763172388470724
2024-07-01T01:00:00,18.99,72.85,0.43,0.0039471268588213695
2024-07-01T01:00:00,18.99,72.87,0.24,0.0022030475491096016
2024-07-01T01:00:00,18.99,72.89,0.36,0.003304571323664402
2024-07-01T01:00:00,18.99,72.91,0.16,0.0014686983660730677
2024-07-01T01:00:00,18.99,72.93,0.28,0.0025702221406278688
2024-07-01T01:00:00,18.99,72.95,0.23,0.002111253901230035
2024-07-01T01:00:00,18.99,72.97,0.33,0.0030291903800257025
2024-07-01T01:00:00,18.99,72.99,0.18,0.001652285661832201
2024-07-01T01:00:00,19.01,72.77,0.43,0.0039471268588213695
2024-07-01T01:00:00,19.01,72.79,0.22,0.002019460253350468
2024-07-01T01:00:00,19.01,72.81,0.55,0.005048650633376171
2024-07-01T01:00:00,19.01,72.83,0.23,0.002111253901230035
2024-07-01T01:00:00,19.01,72.85,0.03,0.0002753809436387002
2024-07-01T01:00:00,19.01,72.87,0.11,0.001009730126675234
2024-07-01T01:00:00,19.01,72.89,0.28,0.0025702221406278688
2024-07-01T01:00:00,19.01,72.91,0.79,0.007251698182485772
2024-07-01T01:00:00,19.01,72.93,0.47,0.004314301450339637
2024-07-01T01:00:00,19.01,72.95,0.02,0.00018358729575913347
2024-07-01T01:00:00,19.01,72.97,0.06,0.0005507618872774004
2024-07-01T01:00:00,19.01,72.99,0.54,0.004956856985496604
2024-07-01T01:00:00,19.03,72.77,0.51,0.004681476041857904
2024-07-01T01:00:00,19.03,72.79,1.24,0.011382412337066276
2024-07-01T01:00:00,19.03,72.81,0.21,0.0019276666054709015
2024-07-01T01:00:00,19.03,72.83,0.14,0.0012851110703139344
2024-07-01T01:00:00,19.03,72.85,0.3,0.002753809436387002
2024-07-01T01:00:00,19.03,72.87,0.19,0.0017440793097117681
2024-07-01T01:00:00,19.03,72.89,0.56,0.0051404442812557375
2024-07-01T01:00:00,19.03,72.91,0.17,0.0015604920139526345
2024-07-01T01:00:00,19.03,72.93,0.21,0.0019276666054709015
2024-07-01T01:00:00,19.03,72.95,0.11,0.001009730126675234
2024-07-01T01:00:00,19.03,72.97,0.43,0.0039471268588213695
2024-07-01T01:00:00,19.03,72.99,0.11,0.001009730126675234
2024-07-01T01:00:00,19.05,72.77,0.43,0.0039471268588213695
2024-07-01T01:00:00,19.05,72.79,1.02,0.009362952083715808
2024-07-01T01:00:00,19.05,72.81,0.05,0.0004589682393978337
2024-07-01T01:00:00,19.05,72.83,0.78,0.007159904534606206
2024-07-01T01:00:00,19.05,72.85,0.35,0.0032127776757848356
2024-07-01T01:00:00,19.05,72.87,0.1,0.0009179364787956674
2024-07-01T01:00:00,19.05,72.89,0.3,0.002753809436387002
2024-07-01T01:00:00,19.05,72.91,0.45,0.0041307141545805035
2024-07-01T01:00:00,19.05,72.93,0.13,0.0011933174224343676
2024-07-01T01:00:00,19.05,72.95,0.36,0.003304571323664402
2024-07-01T01:00:00,19.05,72.97,0.71,0.006517348999449238
2024-07-01T01:00:00,19.05,72.99,0.16,0.0014686983660730677
2024-07-01T01:00:00,19.07,72.77,0.13,0.0011933174224343676
2024-07-01T01:00:00,19.07,72.79,0.28,0.0025702221406278688
2024-07-01T01:00:00,19.07,72.81,0.31,0.002845603084266569
2024-07-01T01:00:00,19.07,72.83,0.62,0.005691206168533138
2024-07-01T01:00:00,19.07,72.85,0.25,0.002294841196989168
2024-07-01T01:00:00,19.07,72.87,0.2,0.001835872957591335
2024-07-01T01:00:00,19.07,72.89,0.11,0.001009730126675234
2024-07-01T01:00:00,19.07,72.91,0.05,0.0004589682393978337
2024-07-01T01:00:00,19.07,72.93,0.08,0.0007343491830365339
2024-07-01T01:00:00,19.07,72.95,0.08,0.0007343491830365339
2024-07-01T01:00:00,19.07,72.97,0.21,0.0019276666054709015
2024-07-01T01:00:00,19.07,72.99,0.06,0.0005507618872774004
2024-07-01T01:00:00,19.09,72.77,0.31,0.002845603084266569
2024-07-01T01:00:00,19.09,72.79,1.0,0.009179364787956673
2024-07-01T01:00:00,19.09,72.81,0.65,0.005966587112171838
2024-07-01T01:00:00,19.09,72.83,0.24,0.0022030475491096016
2024-07-01T01:00:00,19.09,72.85,1.32,0.01211676152010281
2024-07-01T01:00:00,19.09,72.87,0.29,0.0026620157885074353
2024-07-01T01:00:00,19.09,72.89,0.32,0.0029373967321461355
2024-07-01T01:00:00,19.09,72.91,0.24,0.0022030475491096016
2024-07-01T01:00:00,19.09,72.93,0.26,0.002386634844868735
2024-07-01T01:00:00,19.09,72.95,0.16,0.0014686983660730677
2024-07-01T01:00:00,19.09,72.97,0.21,0.0019276666054709015
2024-07-01T01:00:00,19.09,72.99,0.67,0.0061501744079309716
2024-07-01T01:00:00,19.11,72.77,0.74,0.006792729943087938
2024-07-01T01:00:00,19.11,72.79,0.03,0.0002753809436387002
2024-07-01T01:00:00,19.11,72.81,0.08,0.0007343491830365339
2024-07-01T01:00:00,19.11,72.83,0.15,0.001376904718193501
2024-07-01T01:00:00,19.11,72.85,0.55,0.005048650633376171
2024-07-01T01:00:00,19.11,72.87,0.65,0.005966587112171838
2024-07-01T01:00:00,19.11,72.89,0.45,0.0041307141545805035
2024-07-01T01:00:00,19.11,72.91,0.09,0.0008261428309161006
2024-07-01T01:00:00,19.11,72.93,0.17,0.0015604920139526345
2024-07-01T01:00:00,19.11,72.95,0.37,0.003396364971543969
2024-07-01T01:00:00,19.11,72.97,0.21,0.0019276666054709015
2024-07-01T01:00:00,19.11,72.99,0.18,0.001652285661832201
2024-07-01T01:00:00,19.13,72.77,0.24,0.0022030475491096016
2024-07-01T01:00:00,19.13,72.79,0.68,0.006241968055810538
2024-07-01T01:00:00,19.13,72.81,0.46,0.00422250780246007
2024-07-01T01:00:00,19.13,72.83,0.23,0.002111253901230035
2024-07-01T01:00:00,19.13,72.85,0.36,0.003304571323664402
2024-07-01T01:00:00,19.13,72.87,0.09,0.0008261428309161006
2024-07-01T01:00:00,19.13,72.89,0.18,0.001652285661832201
